Місцевий час в Харкові (аеропорт),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.06.2017 15:00,17.4,751.0,764.7,-0.6,30,"Вітер, що дме з південного заходу",3,,,50%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,-0.3,,,,,,
04.06.2017 12:00,15.4,751.6,765.5,-0.2,33,"Вітер, що дме з північного сходу",3,,,50%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",20–30%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,-0.9,,,,,,
04.06.2017 09:00,11.5,751.8,765.8,0.7,47,"Вітер, що дме з півночі",2,,,70 – 80%., ,,,5.0,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",40%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,0.6,,,"Суха (без тріщин, помітної кількості пилу або сипучого піску)",3.0,,
04.06.2017 06:00,6.6,751.1,765.4,0.8,74,"Вітер, що дме із заходу-північного заходу",1,,,40%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,2.2,,,,,,
04.06.2017 03:00,6.4,750.3,764.5,0.8,75,"Вітер, що дме із заходу",2,,,20–30%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",20–30%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,2.2,,,,,,
04.06.2017 00:00,9.9,749.5,763.6,0.9,55,"Вітер, що дме із заходу-північного заходу",2,,,50%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",50%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,1.2,,,,,,
03.06.2017 21:00,11.9,748.6,762.5,1.8,46,"Вітер, що дме з півночі-північного заходу",4,,,20–30%., ,,,,16.6,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",20–30%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,0.6,,,,,,
03.06.2017 18:00,15.3,746.8,760.6,0.3,38,"Вітер, що дме з північного заходу",5,,,50%., ,,,,,"Шарувато-купчасті, що утворилися з купчастих.",50%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,1.1,,,,,,
03.06.2017 15:00,15.8,746.5,760.3,0.0,32,"Вітер, що дме із заходу-північного заходу",7,,,70 – 80%., ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",70 – 80%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,-0.9,,,,,,
03.06.2017 12:00,14.2,746.5,760.3,0.5,38,"Вітер, що дме із заходу",7,,,60%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",60%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,-0.1,,,,,,
03.06.2017 09:00,11.2,746.0,760.0,0.7,53,"Вітер, що дме із заходу",6,,,40%., ,,,5.7,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",40%.,600-1000,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,1.8,0.6,12,,,,
03.06.2017 06:00,6.7,745.3,759.4,0.7,84,"Вітер, що дме із заходу-північного заходу",4,,,хмар немає, ,,,,,,,,,,10.0,4.2,,,,,,
03.06.2017 03:00,6.9,744.6,758.7,0.5,85,"Вітер, що дме із заходу-північного заходу",3,,,хмар немає,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.,,,,,,,,10.0,4.6,0.6,6,,,,
03.06.2017 00:00,9.3,744.1,758.2,1.9,82,"Вітер, що дме з північного заходу",8,,,100%.,Зливовий (і) дощ (і) слабкий (і) у термін спостереження або за останню годину. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",100%.,600-1000,,,10.0,6.3,,,,,,
02.06.2017 21:00,17.0,742.2,755.8,-0.3,37,"Вітер, що дме із заходу",4,,,100%., ,,,,19.8,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",60%.,600-1000,"Високо-купчасті прозорі, розташовані на одному рівні.",,10.0,2.3,,,,,,
02.06.2017 18:00,18.4,742.5,756.0,-0.7,34,"Вітер, що дме із заходу",7,,,70 – 80%., ,,,,,"Шарувато-купчасті, що утворилися з купчастих.",50%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,2.0,,,,,,
02.06.2017 15:00,19.0,743.2,756.7,-0.4,31,"Вітер, що дме із заходу",8,,,70 – 80%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",60%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,1.4,,,,,,
02.06.2017 12:00,17.4,743.6,757.2,-0.5,43,"Вітер, що дме із заходу",8,,,"90  або більше, але не 100 %", ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.","90  або більше, але не 100 %",1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,4.7,,,,,,
02.06.2017 09:00,15.6,744.1,757.7,0.1,65,"Вітер, що дме із заходу-північного заходу",5,,,"90  або більше, але не 100 %", ,,,10.5,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",60%.,600-1000,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,9.0,,,,,,
02.06.2017 06:00,11.9,744.0,757.9,0.1,73,"Вітер, що дме із заходу-північного заходу",2,,,хмар немає, ,,,,,,,,,,10.0,7.1,,,,,,
02.06.2017 03:00,11.7,743.9,757.8,0.4,69,"Вітер, що дме із заходу",2,,,хмар немає, ,,,,,,,,,,10.0,6.2,,,,,,
02.06.2017 00:00,16.0,743.5,757.2,0.9,52,"Вітер, що дме із заходу-північного заходу",3,,,хмар немає, ,,,,,,,,,,10.0,6.2,,,,,,
01.06.2017 21:00,19.5,742.6,756.1,1.1,42,"Вітер, що дме з півночі-північного заходу",3,,,60%., ,,,,24.0,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",60%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,6.1,,,,,,
01.06.2017 18:00,22.4,741.5,754.9,-0.5,37,"Вітер, що дме із заходу-північного заходу",5,,,60%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",60%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,7.0,,,,,,
01.06.2017 15:00,23.2,742.0,755.2,-0.3,31,"Вітер, що дме із заходу",8,,,70 – 80%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",60%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,4.9,,,,,,
01.06.2017 12:00,21.8,742.3,755.6,0.0,37,"Вітер, що дме із заходу",7,,,40%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",40%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,6.6,,,,,,
01.06.2017 09:00,19.5,742.3,755.8,0.9,40,"Вітер, що дме з північного заходу",6,,,60%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,18.1,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",60%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,5.6,Сліди опадів,12,,,,
01.06.2017 06:00,19.2,741.4,754.8,0.9,62,"Вітер, що дме із заходу-північного заходу",3,,,60%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шарувато-купчасті, що утворилися не з купчастих.",40%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,11.8,,,,,,
01.06.2017 03:00,19.4,740.5,754.0,-0.5,61,"Вітер, що дме із заходу-південного заходу",2,,,60%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",60%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,11.7,,,,,,
01.06.2017 00:00,20.5,741.0,754.3,-0.2,63,"Вітер, що дме з південного заходу",2,,,40%., ,,,,,"Шарувато-купчасті, що утворилися не з купчастих.",40%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,13.2,,,,,,
31.05.2017 21:00,23.6,741.2,754.4,-0.4,54,"Вітер, що дме з півдня",2,,,20–30%., ,,,,28.2,"Шарувато-купчасті, що утворилися не з купчастих.",20–30%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,13.8,,,,,,
31.05.2017 18:00,27.6,741.6,754.6,-1.0,36,"Вітер, що дме із заходу-південного заходу",5,,,60%., ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",20–30%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,11.3,,,,,,
31.05.2017 15:00,27.6,742.6,755.6,-0.9,41,"Вітер, що дме з півдня-південного заходу",5,,,70 – 80%., ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",50%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті кігтевидні або волокнисті або перші і другі, що поширюються по небу і в цілому зазвичай ущільнюються.",10.0,13.1,,,,,,
31.05.2017 12:00,25.8,743.5,756.7,-0.4,51,"Вітер, що дме з півдня",3,,,40%., ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",20–30%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,14.9,,,,,,
31.05.2017 09:00,20.7,743.9,757.3,0.4,70,"Вітер, що дме з півдня-південного заходу",2,,,70 – 80%., ,,,13.6,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",70 – 80%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,15.0,0.3,12,,,,
31.05.2017 06:00,16.8,743.5,757.1,-0.1,88,"Штиль, безвітря",0,,,40%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",20–30%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,14.7,,,,,,
31.05.2017 03:00,14.4,743.6,757.3,0.2,88,"Штиль, безвітря",0,,,50%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",50%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,12.4,0.3,6,,,,
31.05.2017 00:00,16.5,743.4,757.0,-0.1,91,"Вітер, що дме з півдня",1,,,70 – 80%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",70 – 80%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,15.0,,,,,,
30.05.2017 21:00,18.3,743.5,757.0,-0.3,80,"Вітер, що дме з півдня-південного сходу",1,,,"90  або більше, але не 100 %",Стан неба в загальному не змінився. ,Гроза (грози) з опадами або без них.,Злива (зливи).,,27.8,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",40%.,600-1000,"Високо-купчасті прозорі, розташовані на одному рівні.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,14.7,Сліди опадів,12,,,,
30.05.2017 18:00,19.8,743.8,757.2,0.4,68,"Штиль, безвітря",0,,,70 – 80%.,"Гроза, але без опадів, в термін спостереження. ",Гроза (грози) з опадами або без них.,Злива (зливи).,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",70 – 80%.,600-1000,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,13.7,,,,,,
30.05.2017 15:00,24.3,743.4,756.7,-0.2,45,"Вітер, що дме із заходу",5,,,"90  або більше, але не 100 %",Зливовий (і) дощ (и). ,Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.,Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.","90  або більше, але не 100 %",600-1000,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,11.7,Сліди опадів,6,,,,
30.05.2017 12:00,26.2,743.6,756.8,-0.5,33,"Вітер, що дме із заходу-південного заходу",7,,,70 – 80%., ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",50%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,8.6,,,,,,
30.05.2017 09:00,22.2,744.1,757.5,-0.3,48,"Вітер, що дме з південного заходу",4,,,20–30%., ,,,14.7,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,10.6,,,,,,
30.05.2017 06:00,15.9,744.4,758.1,-0.6,67,"Вітер, що дме з півдня-південного заходу",3,,,20–30%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,9.8,,,,,,
30.05.2017 03:00,16.4,745.0,758.7,-0.7,62,"Вітер, що дме з південного заходу",2,,,20–30%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",20–30%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,9.1,,,,,,
30.05.2017 00:00,18.4,745.7,759.3,-0.5,56,"Вітер, що дме з півдня-південного заходу",3,,,хмар немає, ,,,,,,,,,,10.0,9.3,,,,,,
29.05.2017 21:00,22.0,746.2,759.6,-0.8,46,"Вітер, що дме з півдня",4,,,20–30%., ,,,,25.7,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,9.9,,,,,,
29.05.2017 18:00,25.3,747.0,760.3,-1.6,36,"Вітер, що дме з південного заходу",6,,,40%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",40%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,9.0,,,,,,
29.05.2017 15:00,24.8,748.6,762.0,-1.7,39,"Вітер, що дме з півдня-південного заходу",4,,,50%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",50%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,10.0,,,,,,
29.05.2017 12:00,22.2,750.3,763.8,-1.4,50,"Вітер, що дме з півдня-південного заходу",3,,,40%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",40%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,11.3,,,,,,
29.05.2017 09:00,16.9,751.7,765.4,-0.1,64,"Вітер, що дме з півдня-південного сходу",3,,,20–30%., ,,,9.2,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,9.9,,,,,,
29.05.2017 06:00,11.2,751.8,765.8,-0.2,84,"Вітер, що дме зі сходу-південного сходу",3,,,20–30%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,8.6,,,,,,
29.05.2017 03:00,12.3,752.0,766.0,0.6,79,"Вітер, що дме з північного сходу",2,,,хмар немає, ,,,,,,,,,,10.0,8.7,,,,,,
29.05.2017 00:00,14.4,751.4,765.3,1.2,69,"Вітер, що дме з північного сходу",1,,,хмар немає, ,,,,,,,,,,10.0,8.7,,,,,,
28.05.2017 21:00,19.0,750.2,763.9,1.1,51,"Вітер, що дме з півночі",3,,,70 – 80%., ,,,,22.9,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",60%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,8.7,,,,,,
28.05.2017 18:00,21.5,749.1,762.6,0.2,35,"Вітер, що дме з північного заходу",7,,,70 – 80%., ,,,,,"Купчасті плоскі або купчасті розірвані, або ті та інші разом, не пов'язані з хмарами поганої погоди.",60%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,5.5,,,,,,
28.05.2017 15:00,22.0,748.9,762.4,-0.7,32,"Вітер, що дме із заходу-північного заходу",6,,,70 – 80%., ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",70 – 80%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,4.5,,,,,,
28.05.2017 12:00,20.4,749.6,763.2,-0.4,33,"Вітер, що дме із заходу-північного заходу",6,,,70 – 80%., ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",60%.,1000-1500,"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,3.7,,,,,,
28.05.2017 09:00,17.8,750.0,763.6,0.4,51,"Вітер, що дме з північного заходу",2,,,40%., ,,,10.7,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,7.5,,,,,,
28.05.2017 06:00,11.5,749.6,763.6,0.5,76,"Вітер, що дме з північного заходу",2,,,40%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",хмар немає,"2500 або більше, або хмар немає.","Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,7.4,,,,,,
28.05.2017 03:00,12.4,749.1,763.0,0.7,71,"Вітер, що дме з півночі-північного заходу",3,,,хмар немає, ,,,,,,,,,,10.0,7.2,,,,,,
28.05.2017 00:00,15.3,748.4,762.2,1.0,66,"Вітер, що дме з півночі",2,,,60%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",60%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,8.9,,,,,,
27.05.2017 21:00,17.2,747.4,761.0,1.2,61,"Вітер, що дме з півночі",2,,,"90  або більше, але не 100 %", ,,,,21.3,"Шарувато-купчасті, що утворилися не з купчастих.",40%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,9.6,,,,,,
27.05.2017 18:00,20.2,746.2,759.7,0.3,44,"Вітер, що дме з півночі-північного заходу",4,,,"90  або більше, але не 100 %", ,,,,,"Купчасто-дощові волокнисті (часто з ковадлом), або з купчасто-дощовими лисими, купчастими, шаруватими, розірвано-дощовими, або без них.",60%.,600-1000,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,7.4,,,,,,
27.05.2017 15:00,20.5,745.9,759.4,-0.2,46,"Вітер, що дме з півночі",2,,,"90  або більше, але не 100 %", ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",60%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,8.5,,,,,,
27.05.2017 12:00,19.5,746.1,759.6,0.4,54,"Вітер, що дме з півночі-північного заходу",4,,,"90  або більше, але не 100 %", ,,,,,"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.",50%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,10.0,,,,,,
27.05.2017 09:00,18.4,745.7,759.3,0.4,68,"Вітер, що дме з північного заходу",4,,,"90  або більше, але не 100 %", ,,,12.0,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",60%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перисті кігтевидні або волокнисті або перші і другі, що поширюються по небу і в цілому зазвичай ущільнюються.",10.0,12.3,,,,,,
27.05.2017 06:00,13.8,745.3,759.1,0.1,80,"Вітер, що дме із заходу-північного заходу",2,,,60%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",50%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,10.4,,,,,,
27.05.2017 03:00,13.6,745.2,759.0,-0.3,77,"Вітер, що дме із заходу-південного заходу",1,,,60%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",40%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перисті волокнисті, іноді кігтевидні, не поширюються по небу.",10.0,9.7,,,,,,
27.05.2017 00:00,14.7,745.5,759.2,-0.1,74,"Вітер, що дме з південного сходу",2,,,20–30%., ,,,,,"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.",20–30%.,"2500 або більше, або хмар немає.","Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,10.1,,,,,,
26.05.2017 21:00,18.5,745.6,759.1,-0.2,57,"Штиль, безвітря",0,,,60%.,Стан неба в загальному не змінився. ,Злива (зливи).,Хмари покривали більше половини неба протягом всього відповідного періоду.,,23.7,"Шарувато-купчасті, що утворилися не з купчастих.",40%.,1000-1500,"Високо-купчасті прозорі, розташовані на одному рівні.","Перистих, перисто-купчастих або перисто-шаруватих хмар немає.",10.0,9.7,Сліди опадів,12,,,,
